"ANID","Alternate ID","Chem Group","Sample Type","Investigator Name","Institution","Site Name","Site State","Site Country","Site Latitude","Site Longitude","Source Name","Source State","Source Country","Source/Excavator/Museum","Period","Artifact Date","Comments","Analytical History","Long RDF","Long Date","Short RDF","Short Date","Spare_ID","Ba","La","Lu","Nd","Sm","U","Yb","Ce","Co","Cs","Eu","Fe","Hf","Rb","Sb","Sc","Sr","Ta","Tb","Th","Zn","Zr","Br","Al","Cl","Dy","K","Mn","Na","NKT_edits"
"GAB016","TC13-12","TRC-ARG","source","Brooks, George","University of Georgia","Tres Cerros","Santa Cruz","Argentina",-48.1242,-67.6439,"Tres Cerros-2","Santa Cruz","Argentina",,,,,,"FMA2",2-Feb-14,"JCF1-S",31-Jan-14,"GAB016",763.13,36.8451,0.5840,31.3228,7.6218,2.6977,3.7229,66.7343,0.1292,30.8013,1.4360,14150.9,6.2784,172.58,0.1896,7.7966,122.65,0.6496,1.0566,9.5492,51.08,257.98,3.290,62735.9,627.3,6.8393,22595.8,463.98,29495.2,
"GCA027","GCA027","QRN-ARG","source","Chapparo, Gabriela",,"Salar Hombre Muerto","Catamarca","Argentina",-25.5000,-66.9700,"Quiron","Salta","Argentina","Chapparo, Gabriela",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","MIX1",11-Feb-07,"GBK2-S",15-Mar-07,"GCA027",10.60,3.9320,0.2348,2.2270,3.8883,29.9003,1.2191,9.2350,0.4692,107.6749,0.1135,5299.6,2.0624,681.72,5.5556,10.2945,0.00,12.0673,0.2212,3.4921,34.98,0.00,1.251,79314.7,381.7,1.2242,40441.7,668.18,29629.4,
"GCA028","GCA028","SHM3-ARG","source","Chapparo, Gabriela",,"Salar Hombre Muerto","Catamarca","Argentina",-25.5000,-66.9700,"Salar del Hombre Muerto-3","Catamarca","Argentina","Chapparo, Gabriela",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","MIX1",11-Feb-07,"GBK2-S",15-Mar-07,"GCA028",0.00,8.5000,0.6116,11.4730,8.7006,19.2402,4.5206,24.9000,0.0000,64.9214,0.0666,4092.4,4.6758,862.60,1.3560,23.3310,0.00,10.8472,1.6301,18.8854,72.84,0.00,0.896,71318.8,386.1,10.0265,32718.3,1574.74,33246.8,
"GCA029","GCA029","ONA-ARG","source","Chapparo, Gabriela",,"Salar Hombre Muerto","Catamarca","Argentina",-25.5000,-66.9700,"Ona","Catamarca","Argentina","Chapparo, Gabriela",,,"high Uranium - fission product correction performed","MURR (SRM-278: short and long)","MIX1",11-Feb-07,"GBK2-S",15-Mar-07,"GCA029",526.00,23.0499,0.1686,14.9443,3.8338,10.5421,1.1183,45.0237,0.2669,11.3696,0.5556,5017.7,3.0812,219.23,0.1850,1.8600,147.84,2.0360,0.3407,21.7413,33.47,66.87,3.570,73512.7,520.5,2.0724,39162.4,443.46,26598.6,
"LBN001","LBN001","LBN-ARG","source","Giesso, Martin","Northeastern Illinois University","La Bandera","Neuquén","Argentina",-39.2500,-70.1330,"La Bandera","Neuquén","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","WGF1",22-Oct-06,"BRF1-S",26-Oct-06,"LBN001",263.90,32.0434,0.5123,18.5079,3.6960,8.7275,2.3113,57.6715,0.4433,7.6099,0.3626,7729.5,5.1965,157.94,0.2327,1.3497,51.54,2.7524,0.4206,25.0700,28.78,186.81,4.681,69626.8,754.3,2.8380,42932.2,436.40,32577.4,
"LBN002","LBN002","LBN-ARG","source","Giesso, Martin","Northeastern Illinois University","La Bandera","Neuquén","Argentina",-39.2500,-70.1330,"La Bandera","Neuquén","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","WGF1",22-Oct-06,"BRF1-S",26-Oct-06,"LBN002",286.70,32.0250,0.5135,17.7825,3.6865,8.6184,2.3065,57.4834,1.8692,7.5410,0.3822,8002.1,5.3622,156.64,0.2295,1.3800,68.39,2.7752,0.4190,25.0574,27.64,208.24,4.483,72099.9,717.2,3.2729,41600.2,432.30,32353.9,
"LBN003","LBN003","LBN-ARG","source","Giesso, Martin","Northeastern Illinois University","La Bandera","Neuquén","Argentina",-39.2500,-70.1330,"La Bandera","Neuquén","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","WGF1",22-Oct-06,"BRF1-S",26-Oct-06,"LBN003",270.40,31.8104,0.5184,18.0302,3.6825,8.2150,2.3044,57.3264,0.4888,7.6069,0.3604,7537.1,5.0747,156.97,0.2414,1.3256,54.90,2.7524,0.4227,25.1625,29.53,193.57,4.458,69342.9,757.6,2.7552,39390.9,426.48,31800.6,
"LBN004","LBN004","LBN-ARG","source","Giesso, Martin","Northeastern Illinois University","La Bandera","Neuquén","Argentina",-39.2500,-70.1330,"La Bandera","Neuquén","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","WGF1",22-Oct-06,"BRF1-S",26-Oct-06,"LBN004",262.60,32.6140,0.5148,18.0198,3.7563,8.8346,2.3295,58.6423,0.4137,7.7323,0.3659,7654.8,5.2256,158.58,0.2441,1.3497,39.52,2.7686,0.4264,25.5045,28.86,180.90,4.928,70141.0,710.9,3.0442,42059.2,442.64,32866.0,
"LBN005","LBN005","LBN-ARG","source","Giesso, Martin","Northeastern Illinois University","La Bandera","Neuquén","Argentina",-39.2500,-70.1330,"La Bandera","Neuquén","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","WGF1",22-Oct-06,"BRF1-S",26-Oct-06,"LBN005",267.40,32.5665,0.5168,18.3648,3.7518,8.5633,2.3352,58.4745,0.4233,7.6928,0.3598,7700.4,5.2338,159.64,0.2312,1.3577,41.47,2.7811,0.4159,25.5327,30.94,190.57,4.971,68768.0,759.8,2.9043,40204.8,426.00,31668.5,
"LBN006","LBN006","LBN-ARG","source","Giesso, Martin","Northeastern Illinois University","La Bandera","Neuquén","Argentina",-39.2500,-70.1330,"La Bandera","Neuquén","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","WGF1",22-Oct-06,"BRF1-S",26-Oct-06,"LBN006",269.20,32.5831,0.5151,19.2304,3.7435,8.6615,2.3137,58.9615,0.4002,7.7667,0.3660,7713.0,5.2472,160.10,0.2626,1.3550,41.09,2.7984,0.4408,25.6385,31.77,194.03,4.694,65342.0,767.6,2.7547,40512.6,421.99,31616.0,
"LCA001","LCA001","LCA-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Cavi","Catamarca","Argentina",,,"Laguna Cavi","Catamarca","Argentina","Escola, Patricia",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","OBS2",20-Nov-05,"BUS2-S",8-Sep-05,"LCA001",20.50,9.7660,0.7284,12.5900,6.8860,17.6081,3.7400,24.3740,0.0953,38.9097,0.1382,3992.8,3.2952,477.92,0.6468,8.1649,0.00,3.9474,1.2527,16.8392,43.67,0.00,0.000,74265.1,158.5,8.0757,32987.1,826.67,32280.9,
"LCA002","LCA002","LCA-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Cavi","Catamarca","Argentina",,,"Laguna Cavi","Catamarca","Argentina","Escola, Patricia",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","OBS2",20-Nov-05,"BUS2-S",8-Sep-05,"LCA002",0.00,9.5830,0.7512,9.4340,6.8686,17.7652,3.4307,24.5360,0.0904,38.9268,0.1419,3941.6,3.4186,484.08,0.6805,8.2161,0.00,3.9419,1.3064,16.9680,45.68,0.00,0.000,73556.4,173.0,7.8142,34935.0,809.98,31057.6,
"LCA003","LCA003","LCA-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Cavi","Catamarca","Argentina",,,"Laguna Cavi","Catamarca","Argentina","Escola, Patricia",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","OBS2",20-Nov-05,"BUS2-S",8-Sep-05,"LCA003",0.00,9.7000,0.7209,10.1800,6.7741,16.9786,3.5343,23.5660,0.0862,38.3261,0.1372,3864.8,3.2213,482.46,0.6252,8.0279,0.00,3.8964,1.2349,16.5478,42.36,0.00,0.000,70582.3,160.2,7.2237,36270.7,811.00,32502.2,
"LCA004","LCA004","LCA-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Cavi","Catamarca","Argentina",,,"Laguna Cavi","Catamarca","Argentina","Escola, Patricia",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","UMC2",19-Jun-11,"UDF2-S",10-Jun-11,"LCA004",0.00,9.6300,0.4200,16.0400,7.0200,18.8600,4.0200,23.9163,0.1524,38.8263,0.1408,3963.8,3.3300,481.58,0.7700,8.1300,0.00,3.9700,1.2500,17.0100,43.43,0.00,0.000,71808.0,216.1,8.4032,36063.9,824.81,31490.6,
"LCA005","LCA005","LCA-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Cavi","Catamarca","Argentina",,,"Laguna Cavi","Catamarca","Argentina","Escola, Patricia",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","UMC2",19-Jun-11,"UDF2-S",10-Jun-11,"LCA005",0.00,9.5900,0.4300,14.1100,7.0300,18.0700,3.6900,23.7287,0.1694,39.4700,0.1433,3937.2,3.2600,486.36,0.7500,8.2000,0.00,3.9500,1.2800,17.1600,43.02,0.00,0.000,70106.4,249.6,7.9881,35154.2,822.07,31634.3,
"LCA006","LCA006","LCA-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Cavi","Catamarca","Argentina",,,"Laguna Cavi","Catamarca","Argentina","Escola, Patricia",,,"high Uranium - required fission corrections","MURR (SRM-278: short and long)","UMC2",19-Jun-11,"UDF2-S",10-Jun-11,"LCA006",0.00,9.6100,0.4700,15.9400,6.9900,18.6500,3.4800,23.3355,0.1843,38.7360,0.1424,3990.5,3.3300,482.94,0.8000,8.1500,0.00,3.9300,1.2700,17.1400,42.86,0.00,0.000,69829.0,249.1,7.3994,34409.5,800.57,31327.4,
"LCM001","LCM001","LCM-ARG","source","Giesso, Martin","Northeastern Illinois University","Las Cargas","Mendoza","Argentina",-35.2000,-70.3230,"Las Cargas","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LCM001",556.60,28.5057,0.3255,18.4551,3.4973,3.8436,1.6078,53.6126,0.8002,6.1779,0.6180,9008.3,3.7841,112.82,0.7460,2.8307,227.29,0.7184,0.4152,13.5429,38.36,149.28,3.631,80043.3,598.6,2.3868,27811.3,583.28,32253.8,
"LCM002","LCM002","LCM-ARG","source","Giesso, Martin","Northeastern Illinois University","Las Cargas","Mendoza","Argentina",-35.2000,-70.3230,"Las Cargas","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LCM002",591.30,28.6914,0.3456,21.1148,3.5479,3.8007,1.7204,54.7702,0.8141,6.2250,0.6289,9093.8,3.7791,113.64,0.7809,2.8790,211.39,0.7077,0.4210,13.7852,37.91,153.72,3.902,77948.5,590.8,2.4746,30009.7,587.71,32532.6,
"LCM003","LCM003","LCM-ARG","source","Giesso, Martin","Northeastern Illinois University","Las Cargas","Mendoza","Argentina",-35.2000,-70.3230,"Las Cargas","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LCM003",582.40,29.0514,0.3303,21.1790,3.5649,3.8471,1.6002,54.8856,0.8319,6.3014,0.6340,9186.5,3.7672,113.13,0.7550,2.8826,239.26,0.7231,0.4240,13.7856,40.21,139.30,4.000,75169.5,608.8,2.0187,28197.4,584.09,32302.6,
"LCM004","LCM004","LCM-ARG","source","Giesso, Martin","Northeastern Illinois University","Las Cargas","Mendoza","Argentina",-35.2000,-70.3230,"Las Cargas","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LCM004",550.90,28.4402,0.3206,19.8489,3.5834,3.5008,1.6281,53.8496,0.8024,6.1928,0.6117,8987.4,3.7378,113.79,0.7455,2.8456,206.58,0.6972,0.4237,13.5521,37.62,139.65,3.383,78385.2,668.3,2.3715,28538.0,588.32,32573.9,
"LCM005","LCM005","OUTLIER","source","Giesso, Martin","Northeastern Illinois University","Las Cargas","Mendoza","Argentina",-35.2000,-70.3230,"Las Cargas","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LCM005",593.60,30.0333,0.3281,21.1458,3.8517,4.5293,1.7789,57.1889,0.8384,6.4756,0.6560,9375.0,4.0016,115.65,0.7974,2.9714,227.86,0.7497,0.4436,14.1267,38.38,134.33,4.073,79931.2,640.3,2.9574,28851.4,599.69,33109.0,
"LDM001","LDM001","LDM-ARG","source","Giesso, Martin","Northeastern Illinois University","Laguna del Diamante","Mendoza","Argentina",-34.1833,-69.7000,"Laguna del Diamante","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LDM001",719.10,12.7882,0.1719,11.0935,2.8907,5.3400,1.3670,27.8844,0.1109,4.3609,0.3946,4668.2,2.6584,146.26,0.1746,1.6727,63.61,1.1064,0.3904,10.1285,36.05,128.00,1.679,64742.6,488.0,2.3017,32775.0,481.16,29378.3,
"LDM002","LDM002","OUTLIER","source","Giesso, Martin","Northeastern Illinois University","Laguna del Diamante","Mendoza","Argentina",-34.1833,-69.7000,"OUTLIER from Laguna del Diamante","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LDM002",728.60,27.3101,0.2620,19.9302,3.2435,4.3031,1.0278,51.1895,0.4355,4.0481,0.5980,6750.6,3.5153,112.38,0.1522,1.6034,268.78,0.9283,0.3040,10.1750,38.84,141.64,1.607,72911.5,428.8,1.6366,32966.8,479.20,31910.6,
"LDM003","LDM003","LDM-ARG","source","Giesso, Martin","Northeastern Illinois University","Laguna del Diamante","Mendoza","Argentina",-34.1833,-69.7000,"Laguna del Diamante","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LDM003",734.40,12.9189,0.3260,9.7710,2.9381,5.4424,1.3522,28.2556,0.1114,4.4613,0.4068,4730.6,2.6645,149.53,0.1775,1.6941,69.21,1.1078,0.3789,10.2055,35.77,100.47,1.537,74454.1,474.7,2.3950,34891.8,493.74,30241.8,
"LDM004","LDM004","LDM-ARG","source","Giesso, Martin","Northeastern Illinois University","Laguna del Diamante","Mendoza","Argentina",-34.1833,-69.7000,"Laguna del Diamante","Mendoza","Argentina","Giesso, Martin",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"GBK1-S",15-Mar-07,"LDM004",746.20,13.0783,0.3318,10.3902,2.9621,5.4644,1.3782,28.3887,0.1039,4.5056,0.4113,4779.5,2.6698,149.73,0.1544,1.7075,63.89,1.1223,0.4093,10.3093,38.02,107.84,1.848,64622.0,424.6,2.5806,35931.1,497.07,30510.6,
"LDMP01","LDMP01","LDM-ARG","source","Sanhueza, Lorena","Universidad de Chile","Laguna del Diamante (Paramillos)","Mendoza","Argentina",-34.1833,-69.7000,"Laguna del Diamante","Mendoza","Argentina","Sanhueza, Lorena",,,,"MURR (SRM-278: short and long)","SMU3",5-Sep-10,"UTTB2-S",19-Aug-10,"LDMP01",721.30,14.0242,0.3041,10.9729,3.0073,5.7645,1.3639,30.6525,0.1618,4.5577,0.4193,4982.6,2.7600,150.01,0.1700,1.7300,72.43,1.1050,0.3992,10.7637,36.87,100.08,1.867,70182.5,563.1,2.4743,36080.8,497.28,30664.8,
"LDMP02","LDMP02","LDM-ARG","source","Sanhueza, Lorena","Universidad de Chile","Laguna del Diamante (Paramillos)","Mendoza","Argentina",-34.1833,-69.7000,"Laguna del Diamante","Mendoza","Argentina","Sanhueza, Lorena",,,,"MURR (SRM-278: short and long)","SMU3",5-Sep-10,"UTTB2-S",19-Aug-10,"LDMP02",713.50,12.5775,0.1713,10.3791,2.8536,5.6951,1.3415,27.8962,0.1588,4.4490,0.4012,4661.1,2.7100,146.79,0.1600,1.6800,73.63,1.0864,0.3753,10.1828,35.78,101.24,1.836,69333.7,581.9,2.1056,36394.3,491.40,29916.0,
"LDMP03","LDMP03","OUTLIER","source","Sanhueza, Lorena","Universidad de Chile","Laguna del Diamante (Paramillos)","Mendoza","Argentina",,,"OUTLIER","Mendoza","Argentina","Sanhueza, Lorena",,,,"MURR (SRM-278: short and long)","SMU3",5-Sep-10,"UTTB2-S",19-Aug-10,"LDMP03",724.90,26.7410,0.2590,17.8171,3.2370,4.0983,0.9915,50.8742,0.4604,3.9925,0.5971,6642.9,3.4200,110.61,0.1700,1.5700,245.66,0.9133,0.3058,10.0808,36.57,135.58,1.876,76433.3,424.5,2.1526,32557.9,478.21,31848.7,
"LMS253","CQ15-1","CQM-ARG","source","Salgán, Laura","Argentina-CONICET","Coche Quemado","Mendoza","Argentina",-36.1883,-69.6802,"Coche Quemado","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS253",605.21,21.4244,0.2825,16.2788,2.9610,2.5677,1.7943,42.3281,0.2151,3.9890,0.6456,7465.9,3.6793,105.45,0.5974,2.3373,185.40,0.6504,0.4172,8.6513,47.18,135.77,1.179,80579.7,286.9,2.2644,25598.5,912.37,34857.4,
"LMS254","CQ15-3","CQM-ARG","source","Salgán, Laura","Argentina-CONICET","Coche Quemado","Mendoza","Argentina",-36.1883,-69.6802,"Coche Quemado","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS254",585.68,21.7498,0.2900,15.8512,3.1416,2.6418,1.4741,43.0247,0.2333,4.0437,0.6617,7327.7,3.4434,104.95,0.5644,2.3496,178.08,0.6520,0.4259,8.6843,46.73,104.00,1.158,76489.6,248.5,2.4733,25831.5,902.70,34540.7,
"LMS255","CQ15-4","CQM-ARG","source","Salgán, Laura","Argentina-CONICET","Coche Quemado","Mendoza","Argentina",-36.1883,-69.6802,"Coche Quemado","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS255",586.86,21.3757,0.2667,15.9854,3.1280,2.6243,1.4948,42.9191,0.3378,4.0320,0.6558,7361.7,3.4150,104.33,0.5726,2.3296,196.22,0.6587,0.4182,8.6653,46.87,125.80,1.225,72152.8,324.3,2.3996,25276.7,901.53,34594.8,
"LMS256","CQ15-5","CQM-ARG","source","Salgán, Laura","Argentina-CONICET","Coche Quemado","Mendoza","Argentina",-36.1883,-69.6802,"Coche Quemado","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS256",580.56,21.2897,0.2875,16.2944,3.1808,2.6000,1.7926,42.4076,0.2138,3.9971,0.6620,7650.7,3.5596,103.86,0.5796,2.3249,184.37,0.6391,0.4015,8.5951,44.43,131.65,1.247,75060.6,495.8,2.3710,22747.4,914.54,35043.7,
"LMS257","CQ15-6","CQM-ARG","source","Salgán, Laura","Argentina-CONICET","Coche Quemado","Mendoza","Argentina",-36.1883,-69.6802,"Coche Quemado","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS257",593.36,21.4805,0.2582,14.4195,3.1727,2.5274,1.5319,42.4493,0.2137,4.0400,0.6613,7289.5,3.4589,104.69,0.5585,2.3307,191.69,0.6514,0.3993,8.6810,47.51,104.30,0.893,76015.6,193.2,2.1938,23671.0,895.89,34304.7,
"LMS258","CQ15-7","CQM-ARG","source","Salgán, Laura","Argentina-CONICET","Coche Quemado","Mendoza","Argentina",-36.1883,-69.6802,"Coche Quemado","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS258",617.14,21.7782,0.2752,16.7407,2.9973,2.6137,1.5279,42.7455,0.2188,3.9978,0.6643,7348.6,3.4463,104.38,0.5911,2.3401,209.19,0.6499,0.3869,8.6497,45.50,108.86,0.977,78060.6,252.8,2.4545,24723.3,881.86,33981.4,
"LMS259","AZA-1","AZA-ARG","source","Salgán, Laura","Argentina-CONICET","Arroyo El Zaino","Mendoza","Argentina",-35.3180,-69.7214,"Arroyo El Zaino","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS259",727.62,25.6818,0.2889,15.0221,2.6469,3.8529,1.3227,45.6197,0.3299,4.7119,0.4238,5120.5,2.6271,141.60,0.0993,1.1399,170.90,1.6176,0.3211,11.0487,24.96,93.45,3.344,67842.1,512.1,1.9461,32013.8,577.06,26088.3,
"LMS260","AZA-2","AZA-ARG","source","Salgán, Laura","Argentina-CONICET","Arroyo El Zaino","Mendoza","Argentina",-35.3180,-69.7214,"Arroyo El Zaino","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS260",704.26,25.4864,0.2865,13.8500,2.6425,3.6225,1.2629,45.4836,0.3231,5.4601,0.4248,4916.1,2.6518,147.87,0.0988,1.1377,174.47,1.6195,0.3108,11.0310,23.01,101.79,3.016,63362.4,682.6,1.8610,32365.7,539.13,24530.9,
"LMS261","AZA-3","AZA-ARG","source","Salgán, Laura","Argentina-CONICET","Arroyo El Zaino","Mendoza","Argentina",-35.3180,-69.7214,"Arroyo El Zaino","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS261",706.16,25.4539,0.2777,15.2721,2.6523,3.8752,1.3247,45.4683,0.3624,5.2630,0.4384,5008.3,2.6794,139.57,0.0996,1.1370,162.48,1.6171,0.3162,11.0882,22.63,97.48,2.942,66177.3,555.2,1.9101,30013.7,573.65,25826.5,
"LMS262","AZA-4","AZA-ARG","source","Salgán, Laura","Argentina-CONICET","Arroyo El Zaino","Mendoza","Argentina",-35.3180,-69.7214,"Arroyo El Zaino","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS262",715.41,25.5843,0.2819,15.6864,2.7065,3.6898,1.2855,45.3586,0.4389,5.0754,0.4352,4992.0,2.6641,145.03,0.0979,1.1503,182.37,1.6011,0.3196,11.0302,25.19,104.07,3.075,63721.8,711.8,1.9879,34049.2,569.79,25002.2,
"LMS263","AZA-5","AZA-ARG","source","Salgán, Laura","Argentina-CONICET","Arroyo El Zaino","Mendoza","Argentina",-35.3180,-69.7214,"Arroyo El Zaino","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS263",657.62,24.9272,0.2745,14.4555,2.5686,3.3947,1.2994,44.4451,0.3690,6.4147,0.4251,4951.8,2.5283,137.31,0.0862,1.2244,152.12,1.5727,0.2995,10.7117,21.64,85.04,2.044,65208.8,508.1,1.8727,24983.6,520.08,27317.0,
"LMS264","AZA-6","AZA-ARG","source","Salgán, Laura","Argentina-CONICET","Arroyo El Zaino","Mendoza","Argentina",-35.3180,-69.7214,"Arroyo El Zaino","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS264",705.14,25.3748,0.2995,15.6386,2.6582,3.6762,1.3472,45.0871,0.4503,5.0401,0.4393,4979.0,2.6015,136.57,0.0973,1.1205,167.22,1.5973,0.3080,10.9686,23.89,97.18,2.709,68586.3,631.9,1.8192,31968.6,576.05,27901.8,
"LMS265","AZA-7","AZA-ARG","source","Salgán, Laura","Argentina-CONICET","Arroyo El Zaino","Mendoza","Argentina",-35.3180,-69.7214,"Arroyo El Zaino","Mendoza","Argentina",,,,,,"SMB2",13-Sep-15,"GQW2-S",26-Aug-15,"LMS265",686.58,25.0570,0.2858,15.5362,2.6080,3.7930,1.3117,44.6121,0.3449,4.7301,0.4273,4985.7,2.5761,138.91,0.1093,1.1567,144.79,1.5770,0.3084,10.8890,24.52,102.98,2.903,65871.3,498.4,1.9053,32766.7,571.16,25989.8,
"LNM001","LNM001","LM1-CHL","source","Duran, Victor","Mendoza","Laguna Negra","Mendoza","Argentina",,,"Laguna del Maule-1","Santiago","Chile","Duran, Victor",,,,"MURR (SRM-278: short and long)","AGN2",15-Apr-07,"NON1-S",6-Apr-07,"LNM001",676.50,32.1200,0.4396,23.5871,4.2480,4.8208,2.0006,62.3196,0.3393,4.2967,0.7307,8423.6,5.4393,151.57,0.2834,2.2291,153.23,0.9323,0.5097,18.9990,43.17,223.89,3.324,78899.1,630.2,2.6278,31381.8,617.59,36959.1,
"LSM235","EP1","EPM1-ARG","source","Salgán, Laura","Argentina-CONICET","El Peceño","Mendoza","Argentina",-35.2917,-68.6383,"El Peceño-1","Mendoza","Argentina",,,,,,"SMB1",13-Sep-15,"GQW1-S",26-Aug-15,"LSM235",1110.77,17.7307,0.1829,13.1224,2.5186,9.1474,1.1810,32.1616,0.2815,17.7314,0.4442,5694.2,4.1921,253.09,0.5704,0.2675,298.21,1.4307,0.2238,11.1813,51.78,186.19,1.078,73000.7,414.8,1.4226,44023.5,880.13,31184.0,
"LSM236","EP2","EPM1-ARG","source","Salgán, Laura","Argentina-CONICET","El Peceño","Mendoza","Argentina",-35.2917,-68.6383,"El Peceño-1","Mendoza","Argentina",,,,,,"SMB1",13-Sep-15,"GQW1-S",26-Aug-15,"LSM236",1110.58,17.8485,0.1769,11.5316,2.5243,8.6665,1.1691,32.8272,0.2979,18.2219,0.4704,5840.9,3.8848,221.12,0.5580,0.2772,317.32,1.4414,0.2364,11.4666,52.83,181.19,1.215,73067.5,408.4,1.5336,39235.3,887.46,33065.5,
"LSM237","EP3","EPM1-ARG","source","Salgán, Laura","Argentina-CONICET","El Peceño","Mendoza","Argentina",-35.2917,-68.6383,"El Peceño-1","Mendoza","Argentina",,,,,,"SMB1",13-Sep-15,"GQW1-S",26-Aug-15,"LSM237",1096.15,17.5686,0.1799,12.0642,2.4673,9.1499,1.1848,31.9275,0.2846,17.5037,0.4547,5617.4,3.8929,214.47,0.5270,0.2649,313.95,1.3965,0.2373,10.9868,50.02,192.46,1.012,81790.6,454.1,1.3199,44785.6,881.12,29894.4,
"LSM238","EP4","EPM1-ARG","source","Salgán, Laura","Argentina-CONICET","El Peceño","Mendoza","Argentina",-35.2917,-68.6383,"El Peceño-1","Mendoza","Argentina",,,,,,"SMB1",13-Sep-15,"GQW1-S",26-Aug-15,"LSM238",1114.19,19.2080,0.4417,10.9195,2.5657,8.4030,1.2543,34.6438,0.3133,17.2192,0.4873,6005.3,3.9803,225.85,0.4970,0.3090,335.91,1.4237,0.2242,11.2158,54.14,186.29,1.608,83539.4,396.2,1.2742,37582.8,879.09,32750.9,
"LSM239","EP5","EPM1-ARG","source","Salgán, Laura","Argentina-CONICET","El Peceño","Mendoza","Argentina",-35.2917,-68.6383,"El Peceño-1","Mendoza","Argentina",,,,,,"SMB1",13-Sep-15,"GQW1-S",26-Aug-15,"LSM239",1160.25,19.7011,0.1917,14.1332,2.6835,8.7686,1.2611,36.3449,0.3404,17.6104,0.5042,6208.6,4.4272,219.49,0.4922,0.3194,352.26,1.4336,0.2390,11.7264,53.00,209.48,1.339,77746.5,514.9,1.4541,38969.1,876.83,32965.0,
